provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
LU,2020-04-09,24,24,0,0,0
M,2020-04-09,641,636,0,1,4
MA,2020-04-09,45,23,22,0,0
ME,2020-04-09,0,0,0,0,0
MU,2020-04-09,27,5,21,0,1
NA,2020-04-09,112,79,33,0,0
O,2020-04-09,43,43,0,0,0
OR,2020-04-09,44,42,2,0,0
P,2020-04-09,30,11,19,0,0
PM,2020-04-09,11,8,3,0,0
PO,2020-04-09,20,18,1,0,1
S,2020-04-09,23,23,0,0,0
SA,2020-04-09,60,46,14,0,0
SE,2020-04-09,30,22,8,0,0
SG,2020-04-09,43,38,5,0,0
SO,2020-04-09,32,8,24,0,0
SS,2020-04-09,50,47,0,0,3
T,2020-04-09,71,65,0,0,6
TE,2020-04-09,11,11,0,0,0
TF,2020-04-09,19,18,0,0,1
TO,2020-04-09,55,32,4,0,19
V,2020-04-09,104,65,38,0,1
VA,2020-04-09,54,50,4,0,0
VI,2020-04-09,28,22,0,0,6
Z,2020-04-09,77,70,0,0,7
ZA,2020-04-09,22,18,4,0,0
A,2020-04-10,35,28,7,0,0
AB,2020-04-10,53,16,3,0,34
AL,2020-04-10,5,4,1,0,0
AV,2020-04-10,65,30,35,0,0
B,2020-04-10,849,818,0,2,29
BA,2020-04-10,18,10,8,0,0
BI,2020-04-10,126,114,0,0,12
BU,2020-04-10,67,48,19,0,0
C,2020-04-10,44,39,5,0,0
CA,2020-04-10,22,17,5,0,0
CC,2020-04-10,76,27,49,0,0
CE,2020-04-10,1,0,0,0,1
CO,2020-04-10,7,6,1,0,0
CR,2020-04-10,116,10,5,0,101
CS,2020-04-10,21,20,1,0,0
CU,2020-04-10,18,5,1,0,12
GC,2020-04-10,4,4,0,0,0
GI,2020-04-10,77,74,0,0,3
GR,2020-04-10,50,29,21,0,0
GU,2020-04-10,19,5,4,0,10
H,2020-04-10,6,4,2,0,0
HU,2020-04-10,11,11,0,0,0
J,2020-04-10,24,7,17,0,0
L,2020-04-10,45,42,0,0,3
LE,2020-04-10,171,101,70,0,0
LO,2020-04-10,40,39,1,0,0
LU,2020-04-10,1,1,0,0,0
M,2020-04-10,709,707,0,0,2
MA,2020-04-10,63,15,48,0,0
ME,2020-04-10,1,1,0,0,0
MU,2020-04-10,12,5,7,0,0
NA,2020-04-10,106,69,37,0,0
O,2020-04-10,57,57,0,0,0
OR,2020-04-10,21,18,3,0,0
P,2020-04-10,29,17,12,0,0
PM,2020-04-10,21,17,4,0,0
PO,2020-04-10,14,13,1,0,0
S,2020-04-10,29,29,0,0,0
SA,2020-04-10,66,23,43,0,0
SE,2020-04-10,41,16,25,0,0
SG,2020-04-10,30,24,6,0,0
SO,2020-04-10,55,17,38,0,0
SS,2020-04-10,53,42,0,0,11
T,2020-04-10,43,34,0,0,9
TE,2020-04-10,4,4,0,0,0
TF,2020-04-10,8,8,0,0,0
TO,2020-04-10,92,34,5,0,53
V,2020-04-10,85,47,37,0,1
VA,2020-04-10,56,51,5,0,0
VI,2020-04-10,20,20,0,0,0
Z,2020-04-10,63,58,0,1,4
ZA,2020-04-10,19,13,6,0,0
A,2020-04-11,27,15,10,0,2
AB,2020-04-11,32,7,1,0,24
AL,2020-04-11,6,6,0,0,0
AV,2020-04-11,34,19,15,0,0
B,2020-04-11,932,920,0,1,11
BA,2020-04-11,16,6,10,0,0
BI,2020-04-11,95,87,0,0,8
BU,2020-04-11,87,41,46,0,0
C,2020-04-11,32,30,1,0,1
CA,2020-04-11,13,8,5,0,0
CC,2020-04-11,51,21,30,0,0
CE,2020-04-11,2,0,2,0,0
CO,2020-04-11,11,10,1,0,0
CR,2020-04-11,60,31,4,0,25
CS,2020-04-11,34,18,16,0,0
CU,2020-04-11,12,1,2,0,9
GC,2020-04-11,4,4,0,0,0
GI,2020-04-11,42,40,0,0,2
GR,2020-04-11,43,27,16,0,0
GU,2020-04-11,19,5,4,0,10
H,2020-04-11,7,5,2,0,0
HU,2020-04-11,8,8,0,0,0
J,2020-04-11,25,15,10,0,0
L,2020-04-11,37,34,0,0,3
LE,2020-04-11,154,122,32,0,0
LO,2020-04-11,25,23,2,0,0
LU,2020-04-11,1,1,0,0,0
M,2020-04-11,576,575,1,0,0
MA,2020-04-11,37,10,27,0,0
ME,2020-04-11,0,0,0,0,0
MU,2020-04-11,12,5,7,0,0
NA,2020-04-11,84,45,39,0,0
O,2020-04-11,53,53,0,0,0
OR,2020-04-11,8,7,1,0,0
P,2020-04-11,24,14,10,0,0
PM,2020-04-11,15,14,1,0,0
PO,2020-04-11,25,25,0,0,0
S,2020-04-11,24,24,0,0,0
SA,2020-04-11,72,29,43,0,0
SE,2020-04-11,21,14,7,0,0
SG,2020-04-11,33,17,16,0,0
SO,2020-04-11,23,19,4,0,0
SS,2020-04-11,34,27,0,0,7
T,2020-04-11,46,34,0,0,12
TE,2020-04-11,6,6,0,0,0
TF,2020-04-11,10,10,0,0,0
TO,2020-04-11,32,15,2,0,15
V,2020-04-11,72,45,24,0,3
VA,2020-04-11,43,41,2,0,0
VI,2020-04-11,11,10,0,0,1
Z,2020-04-11,49,43,0,0,6
ZA,2020-04-11,12,9,3,0,0
A,2020-04-12,10,8,2,0,0
AB,2020-04-12,42,6,0,0,36
AL,2020-04-12,5,2,3,0,0
AV,2020-04-12,23,18,5,0,0
B,2020-04-12,517,503,0,1,13
BA,2020-04-12,11,5,6,0,0
BI,2020-04-12,105,98,0,0,7
BU,2020-04-12,32,19,13,0,0
C,2020-04-12,30,28,2,0,0
CA,2020-04-12,21,11,10,0,0
CC,2020-04-12,36,16,20,0,0
CE,2020-04-12,0,0,0,0,0
CO,2020-04-12,13,7,6,0,0
CR,2020-04-12,88,24,1,0,63
CS,2020-04-12,17,14,3,0,0
CU,2020-04-12,31,4,3,0,24
GC,2020-04-12,2,2,0,0,0
GI,2020-04-12,87,84,0,0,3
GR,2020-04-12,24,18,6,0,0
GU,2020-04-12,16,3,1,0,12
H,2020-04-12,0,0,0,0,0
HU,2020-04-12,9,9,0,0,0
J,2020-04-12,13,11,2,0,0
L,2020-04-12,35,35,0,0,0
LE,2020-04-12,90,27,63,0,0
LO,2020-04-12,22,22,0,0,0
LU,2020-04-12,2,2,0,0,0
M,2020-04-12,505,504,0,0,1
MA,2020-04-12,17,10,7,0,0
ME,2020-04-12,1,1,0,0,0
MU,2020-04-12,11,4,4,0,3
NA,2020-04-12,90,59,31,0,0
O,2020-04-12,23,23,0,0,0
OR,2020-04-12,14,13,1,0,0
P,2020-04-12,9,8,1,0,0
PM,2020-04-12,15,15,0,0,0
PO,2020-04-12,20,19,0,0,1
S,2020-04-12,46,46,0,0,0
SA,2020-04-12,51,21,30,0,0
SE,2020-04-12,35,22,13,0,0
SG,2020-04-12,70,19,51,0,0
SO,2020-04-12,8,8,0,0,0
SS,2020-04-12,39,35,0,0,4
T,2020-04-12,32,29,0,0,3
TE,2020-04-12,2,2,0,0,0
TF,2020-04-12,6,6,0,0,0
TO,2020-04-12,46,34,1,0,11
V,2020-04-12,56,45,9,0,2
VA,2020-04-12,37,35,2,0,0
VI,2020-04-12,9,9,0,0,0
Z,2020-04-12,42,39,0,0,3
ZA,2020-04-12,6,4,2,0,0
A,2020-04-13,30,14,15,0,1
AB,2020-04-13,74,18,4,0,52
AL,2020-04-13,5,2,3,0,0
AV,2020-04-13,32,23,9,0,0
B,2020-04-13,486,455,0,2,29
BA,2020-04-13,29,9,20,0,0
BI,2020-04-13,87,78,0,0,9
BU,2020-04-13,122,36,86,0,0
C,2020-04-13,77,72,5,0,0
CA,2020-04-13,12,11,1,0,0
CC,2020-04-13,38,14,24,0,0
CE,2020-04-13,2,0,1,0,1
CO,2020-04-13,9,7,2,0,0
CR,2020-04-13,169,50,2,0,117
CS,2020-04-13,24,18,4,0,2
CU,2020-04-13,16,2,0,0,14
GC,2020-04-13,1,1,0,0,0
GI,2020-04-13,66,55,0,0,11
GR,2020-04-13,24,18,6,0,0
GU,2020-04-13,18,5,0,0,13
H,2020-04-13,4,3,1,0,0
HU,2020-04-13,9,9,0,0,0
J,2020-04-13,15,9,5,1,0
L,2020-04-13,22,21,0,0,1
LE,2020-04-13,117,45,72,0,0
LO,2020-04-13,29,25,4,0,0
LU,2020-04-13,4,4,0,0,0
M,2020-04-13,382,379,0,0,3
MA,2020-04-13,21,5,16,0,0
ME,2020-04-13,1,1,0,0,0
MU,2020-04-13,7,1,6,0,0
NA,2020-04-13,87,56,31,0,0
O,2020-04-13,32,32,0,0,0
OR,2020-04-13,15,14,1,0,0
P,2020-04-13,23,21,2,0,0
PM,2020-04-13,15,10,4,0,1
PO,2020-04-13,14,13,1,0,0
S,2020-04-13,35,35,0,0,0
SA,2020-04-13,23,15,8,0,0
SE,2020-04-13,21,15,6,0,0
SG,2020-04-13,42,12,30,0,0
SO,2020-04-13,103,39,64,0,0
SS,2020-04-13,33,22,0,0,11
T,2020-04-13,30,25,0,0,5
TE,2020-04-13,6,5,0,0,1
TF,2020-04-13,11,10,0,0,1
TO,2020-04-13,50,31,4,1,14
V,2020-04-13,45,31,12,0,2
VA,2020-04-13,45,41,4,0,0
VI,2020-04-13,10,9,0,0,1
Z,2020-04-13,66,58,0,0,8
ZA,2020-04-13,6,4,2,0,0
A,2020-04-14,29,13,14,0,2
AB,2020-04-14,52,10,5,0,37
AL,2020-04-14,32,4,28,0,0
AV,2020-04-14,35,16,19,0,0
B,2020-04-14,605,588,0,2,15
BA,2020-04-14,29,10,19,0,0
BI,2020-04-14,80,70,0,0,10
BU,2020-04-14,63,29,34,0,0
C,2020-04-14,65,32,33,0,0
CA,2020-04-14,12,5,7,0,0
CC,2020-04-14,55,18,37,0,0
CE,2020-04-14,0,0,0,0,0
CO,2020-04-14,11,2,9,0,0
CR,2020-04-14,74,18,2,0,54
CS,2020-04-14,22,18,4,0,0
CU,2020-04-14,12,5,0,0,7
GC,2020-04-14,4,4,0,0,0
GI,2020-04-14,66,63,0,0,3
GR,2020-04-14,66,22,44,0,0
GU,2020-04-14,23,4,4,0,15
H,2020-04-14,6,3,3,0,0
HU,2020-04-14,2,2,0,0,0
J,2020-04-14,9,4,5,0,0
L,2020-04-14,29,26,0,0,3
LE,2020-04-14,54,43,11,0,0
LO,2020-04-14,24,24,0,0,0
LU,2020-04-14,4,3,0,0,1
M,2020-04-14,500,495,0,1,4
MA,2020-04-14,52,7,45,0,0
ME,2020-04-14,0,0,0,0,0
MU,2020-04-14,7,5,2,0,0
NA,2020-04-14,100,48,52,0,0
O,2020-04-14,30,30,0,0,0
OR,2020-04-14,13,12,1,0,0
P,2020-04-14,33,24,9,0,0
PM,2020-04-14,10,8,2,0,0
PO,2020-04-14,16,15,0,0,1
S,2020-04-14,14,14,0,0,0
SA,2020-04-14,82,21,61,0,0
SE,2020-04-14,20,10,10,0,0
SG,2020-04-14,53,12,41,0,0
SO,2020-04-14,75,7,68,0,0
SS,2020-04-14,20,15,0,0,5
T,2020-04-14,32,26,0,0,6
TE,2020-04-14,4,4,0,0,0
TF,2020-04-14,8,8,0,0,0
TO,2020-04-14,72,30,6,0,36
V,2020-04-14,46,31,11,0,4
VA,2020-04-14,52,43,9,0,0
VI,2020-04-14,4,4,0,0,0
Z,2020-04-14,43,39,0,0,4
ZA,2020-04-14,14,6,8,0,0
A,2020-04-15,38,19,19,0,0
AB,2020-04-15,35,9,4,0,22
AL,2020-04-15,7,5,2,0,0
AV,2020-04-15,16,14,2,0,0
B,2020-04-15,591,576,0,2,13
BA,2020-04-15,15,3,12,0,0
BI,2020-04-15,81,76,0,0,5
BU,2020-04-15,56,31,25,0,0
C,2020-04-15,161,67,92,0,2
CA,2020-04-15,13,9,4,0,0
CC,2020-04-15,81,22,59,0,0
CE,2020-04-15,0,0,0,0,0
CO,2020-04-15,43,17,26,0,0
CR,2020-04-15,77,29,2,0,46
CS,2020-04-15,21,15,5,0,1
CU,2020-04-15,7,2,0,0,5
GC,2020-04-15,5,5,0,0,0
GI,2020-04-15,100,96,0,0,4
GR,2020-04-15,60,21,39,0,0
GU,2020-04-15,18,8,0,0,10
H,2020-04-15,10,4,6,0,0
HU,2020-04-15,5,5,0,0,0
J,2020-04-15,24,14,10,0,0
L,2020-04-15,41,38,0,0,3
LE,2020-04-15,45,17,28,0,0
LO,2020-04-15,16,14,2,0,0
LU,2020-04-15,5,2,3,0,0
M,2020-04-15,504,503,0,0,1
MA,2020-04-15,36,9,27,0,0
ME,2020-04-15,0,0,0,0,0
MU,2020-04-15,9,5,3,0,1
NA,2020-04-15,78,35,43,0,0
O,2020-04-15,40,40,0,0,0
OR,2020-04-15,13,12,1,0,0
P,2020-04-15,46,19,27,0,0
PM,2020-04-15,9,5,4,0,0
PO,2020-04-15,20,16,4,0,0
S,2020-04-15,17,17,0,0,0
SA,2020-04-15,32,20,12,0,0
SE,2020-04-15,23,11,12,0,0
SG,2020-04-15,80,25,55,0,0
SO,2020-04-15,20,10,10,0,0
SS,2020-04-15,18,15,0,0,3
T,2020-04-15,29,26,0,0,3
TE,2020-04-15,2,2,0,0,0
TF,2020-04-15,10,10,0,0,0
TO,2020-04-15,42,28,0,0,14
V,2020-04-15,92,38,51,0,3
VA,2020-04-15,38,35,3,0,0
VI,2020-04-15,11,9,0,0,2
Z,2020-04-15,65,56,0,0,9
ZA,2020-04-15,9,3,6,0,0
A,2020-04-16,44,21,23,0,0
AB,2020-04-16,30,7,3,0,20
AL,2020-04-16,3,1,2,0,0
AV,2020-04-16,21,17,4,0,0
B,2020-04-16,566,560,0,0,6
BA,2020-04-16,18,6,11,1,0
BI,2020-04-16,94,78,0,0,16
BU,2020-04-16,46,19,27,0,0
C,2020-04-16,66,38,26,0,2
CA,2020-04-16,12,8,4,0,0
CC,2020-04-16,49,16,33,0,0
CE,2020-04-16,1,1,0,0,0
CO,2020-04-16,15,4,11,0,0
CR,2020-04-16,33,8,2,0,23
CS,2020-04-16,6,4,2,0,0
CU,2020-04-16,11,2,1,0,8
GC,2020-04-16,4,4,0,0,0
GI,2020-04-16,98,95,0,0,3
GR,2020-04-16,64,14,50,0,0
GU,2020-04-16,15,2,3,0,10
H,2020-04-16,7,5,2,0,0
HU,2020-04-16,7,6,0,1,0
J,2020-04-16,22,2,20,0,0
L,2020-04-16,16,15,0,0,1
LE,2020-04-16,28,9,19,0,0
LO,2020-04-16,29,28,1,0,0
LU,2020-04-16,1,0,1,0,0
M,2020-04-16,596,595,0,0,1
MA,2020-04-16,37,8,29,0,0
ME,2020-04-16,0,0,0,0,0
MU,2020-04-16,2,1,1,0,0
NA,2020-04-16,61,30,31,0,0
O,2020-04-16,12,12,0,0,0
OR,2020-04-16,27,20,7,0,0
P,2020-04-16,22,10,12,0,0
PM,2020-04-16,14,14,0,0,0
PO,2020-04-16,14,11,2,0,1
S,2020-04-16,18,18,0,0,0
SA,2020-04-16,69,43,26,0,0
SE,2020-04-16,15,8,7,0,0
SG,2020-04-16,47,10,37,0,0
SO,2020-04-16,31,11,20,0,0
SS,2020-04-16,21,17,0,0,4
T,2020-04-16,34,33,0,0,1
TE,2020-04-16,3,3,0,0,0
TF,2020-04-16,11,10,0,0,1
TO,2020-04-16,38,14,1,0,23
V,2020-04-16,81,28,50,0,3
VA,2020-04-16,27,23,4,0,0
VI,2020-04-16,13,13,0,0,0
Z,2020-04-16,54,48,0,0,6
ZA,2020-04-16,8,2,6,0,0
A,2020-04-17,26,12,14,0,0
AB,2020-04-17,33,3,4,0,26
AL,2020-04-17,4,4,0,0,0
AV,2020-04-17,15,12,3,0,0
B,2020-04-17,467,454,0,0,13
BA,2020-04-17,15,0,15,0,0
BI,2020-04-17,122,105,0,0,17
BU,2020-04-17,40,32,8,0,0
C,2020-04-17,65,24,39,0,2
CA,2020-04-17,10,7,3,0,0
CC,2020-04-17,81,28,53,0,0
CE,2020-04-17,1,0,1,0,0
CO,2020-04-17,21,14,7,0,0
CR,2020-04-17,69,8,4,0,57
CS,2020-04-17,17,7,10,0,0
CU,2020-04-17,10,2,1,0,7
GC,2020-04-17,2,2,0,0,0
GI,2020-04-17,97,89,0,0,8
GR,2020-04-17,44,13,31,0,0
GU,2020-04-17,17,2,4,0,11
H,2020-04-17,2,2,0,0,0
HU,2020-04-17,10,5,0,0,5
J,2020-04-17,7,3,4,0,0
L,2020-04-17,25,24,0,0,1
LE,2020-04-17,36,33,3,0,0
LO,2020-04-17,25,23,2,0,0
LU,2020-04-17,2,0,2,0,0
M,2020-04-17,392,392,0,0,0
MA,2020-04-17,39,11,28,0,0
ME,2020-04-17,0,0,0,0,0
MU,2020-04-17,6,3,3,0,0
NA,2020-04-17,86,44,42,0,0
O,2020-04-17,12,12,0,0,0
OR,2020-04-17,16,14,2,0,0
P,2020-04-17,13,11,2,0,0
PM,2020-04-17,11,7,3,0,1
PO,2020-04-17,15,14,0,0,1
S,2020-04-17,27,26,0,0,1
SA,2020-04-17,23,14,9,0,0
SE,2020-04-17,13,8,5,0,0
SG,2020-04-17,17,7,10,0,0
SO,2020-04-17,17,4,13,0,0
SS,2020-04-17,21,20,0,0,1
T,2020-04-17,23,21,0,0,2
TE,2020-04-17,0,0,0,0,0
TF,2020-04-17,6,6,0,0,0
TO,2020-04-17,16,9,1,0,6
V,2020-04-17,114,63,48,0,3
VA,2020-04-17,36,28,8,0,0
VI,2020-04-17,7,7,0,0,0
Z,2020-04-17,58,47,0,0,11
ZA,2020-04-17,9,5,4,0,0
A,2020-04-18,73,14,58,0,1
AB,2020-04-18,35,4,2,0,29
AL,2020-04-18,7,0,7,0,0
AV,2020-04-18,15,9,6,0,0
B,2020-04-18,377,369,0,0,8
BA,2020-04-18,28,4,24,0,0
BI,2020-04-18,92,87,0,0,5
BU,2020-04-18,17,14,3,0,0
C,2020-04-18,42,28,14,0,0
CA,2020-04-18,17,9,8,0,0
CC,2020-04-18,53,14,39,0,0
CE,2020-04-18,1,0,1,0,0
CO,2020-04-18,17,5,12,0,0
CR,2020-04-18,40,16,4,0,20
CS,2020-04-18,16,9,7,0,0
CU,2020-04-18,4,1,0,0,3
GC,2020-04-18,1,1,0,0,0
GI,2020-04-18,50,44,0,0,6
GR,2020-04-18,28,10,18,0,0
GU,2020-04-18,4,0,0,0,4
H,2020-04-18,0,0,0,0,0
HU,2020-04-18,1,1,0,0,0
J,2020-04-18,10,3,7,0,0
L,2020-04-18,11,5,0,0,6
LE,2020-04-18,6,5,1,0,0
LO,2020-04-18,17,17,0,0,0
LU,2020-04-18,13,12,1,0,0
M,2020-04-18,468,468,0,0,0
MA,2020-04-18,47,9,38,0,0
ME,2020-04-18,0,0,0,0,0
MU,2020-04-18,5,0,5,0,0
NA,2020-04-18,65,39,26,0,0
O,2020-04-18,9,9,0,0,0
OR,2020-04-18,41,14,27,0,0
P,2020-04-18,22,19,3,0,0
PM,2020-04-18,14,12,2,0,0
PO,2020-04-18,11,8,3,0,0
S,2020-04-18,13,13,0,0,0
SA,2020-04-18,27,13,14,0,0
SE,2020-04-18,9,5,4,0,0
SG,2020-04-18,23,4,19,0,0
SO,2020-04-18,30,8,22,0,0
SS,2020-04-18,10,7,0,0,3
T,2020-04-18,16,14,0,0,2
TE,2020-04-18,2,2,0,0,0
TF,2020-04-18,8,8,0,0,0
TO,2020-04-18,14,11,0,0,3
V,2020-04-18,108,28,76,0,4
VA,2020-04-18,25,19,5,1,0
VI,2020-04-18,6,3,0,0,3
Z,2020-04-18,54,52,0,0,2
ZA,2020-04-18,6,3,3,0,0
A,2020-04-19,16,1,15,0,0
AB,2020-04-19,52,5,0,0,47
AL,2020-04-19,9,1,8,0,0
AV,2020-04-19,9,8,1,0,0
B,2020-04-19,221,219,0,0,2
BA,2020-04-19,7,1,5,1,0
BI,2020-04-19,35,33,0,0,2
BU,2020-04-19,30,30,0,0,0
C,2020-04-19,24,19,5,0,0
CA,2020-04-19,7,3,4,0,0
CC,2020-04-19,40,10,30,0,0
CE,2020-04-19,0,0,0,0,0
CO,2020-04-19,7,3,4,0,0
CR,2020-04-19,20,11,1,0,8
CS,2020-04-19,5,2,3,0,0
CU,2020-04-19,8,2,0,0,6
GC,2020-04-19,4,4,0,0,0
GI,2020-04-19,28,24,0,0,4
GR,2020-04-19,19,5,14,0,0
GU,2020-04-19,5,1,0,0,4
H,2020-04-19,2,2,0,0,0
HU,2020-04-19,10,2,0,0,8
J,2020-04-19,4,4,0,0,0
L,2020-04-19,9,9,0,0,0
LE,2020-04-19,48,23,25,0,0
LO,2020-04-19,14,14,0,0,0
LU,2020-04-19,2,1,1,0,0
M,2020-04-19,265,264,0,0,1
MA,2020-04-19,13,4,9,0,0
ME,2020-04-19,0,0,0,0,0
MU,2020-04-19,4,3,1,0,0
NA,2020-04-19,46,35,11,0,0
O,2020-04-19,6,6,0,0,0
OR,2020-04-19,16,14,2,0,0
P,2020-04-19,15,14,1,0,0
PM,2020-04-19,10,8,2,0,0
PO,2020-04-19,15,13,2,0,0
S,2020-04-19,15,15,0,0,0
SA,2020-04-19,26,17,9,0,0
SE,2020-04-19,13,6,7,0,0
SG,2020-04-19,18,6,12,0,0
SO,2020-04-19,38,6,32,0,0
SS,2020-04-19,7,6,0,0,1
T,2020-04-19,11,8,0,0,3
TE,2020-04-19,1,1,0,0,0
TF,2020-04-19,11,11,0,0,0
TO,2020-04-19,20,14,0,0,6
V,2020-04-19,50,22,27,0,1
VA,2020-04-19,28,27,1,0,0
VI,2020-04-19,12,11,0,0,1
Z,2020-04-19,32,32,0,0,0
ZA,2020-04-19,5,5,0,0,0
A,2020-04-20,29,9,20,0,0
AB,2020-04-20,41,14,1,0,26
AL,2020-04-20,6,4,2,0,0
AV,2020-04-20,13,8,5,0,0
B,2020-04-20,302,286,0,1,15
BA,2020-04-20,18,12,6,0,0
BI,2020-04-20,58,56,0,0,2
BU,2020-04-20,15,13,2,0,0
C,2020-04-20,47,31,16,0,0
CA,2020-04-20,7,4,3,0,0
CC,2020-04-20,26,15,11,0,0
CE,2020-04-20,1,1,0,0,0
CO,2020-04-20,7,2,5,0,0
CR,2020-04-20,49,12,1,0,36
CS,2020-04-20,10,6,4,0,0
CU,2020-04-20,2,1,0,0,1
GC,2020-04-20,5,5,0,0,0
GI,2020-04-20,39,33,0,0,6
GR,2020-04-20,25,8,17,0,0
GU,2020-04-20,16,4,0,0,12
H,2020-04-20,3,2,1,0,0
HU,2020-04-20,5,4,0,0,1
J,2020-04-20,14,11,3,0,0
L,2020-04-20,15,13,0,0,2
LE,2020-04-20,101,86,14,1,0
LO,2020-04-20,9,9,0,0,0
LU,2020-04-20,6,3,3,0,0
M,2020-04-20,282,281,0,1,0
MA,2020-04-20,9,4,5,0,0
ME,2020-04-20,2,2,0,0,0
MU,2020-04-20,2,1,1,0,0
NA,2020-04-20,63,31,32,0,0
O,2020-04-20,7,7,0,0,0
OR,2020-04-20,17,16,1,0,0
P,2020-04-20,14,10,4,0,0
PM,2020-04-20,18,14,3,0,1
PO,2020-04-20,19,12,3,0,4
S,2020-04-20,24,24,0,0,0
SA,2020-04-20,18,14,4,0,0
SE,2020-04-20,8,4,4,0,0
SG,2020-04-20,15,4,11,0,0
SO,2020-04-20,15,5,10,0,0
SS,2020-04-20,15,13,0,0,2
T,2020-04-20,14,13,0,0,1
TE,2020-04-20,3,2,0,0,1
TF,2020-04-20,11,10,0,0,1
TO,2020-04-20,34,22,1,0,11
V,2020-04-20,33,20,10,0,3
VA,2020-04-20,60,51,9,0,0
VI,2020-04-20,9,9,0,0,0
Z,2020-04-20,39,26,0,0,13
ZA,2020-04-20,9,4,5,0,0
A,2020-04-21,92,16,76,0,0
AB,2020-04-21,69,6,1,0,62
AL,2020-04-21,25,2,23,0,0
AV,2020-04-21,6,3,3,0,0
B,2020-04-21,157,143,0,1,13
BA,2020-04-21,24,5,19,0,0
BI,2020-04-21,67,60,0,0,7
BU,2020-04-21,29,23,6,0,0
C,2020-04-21,46,26,20,0,0
CA,2020-04-21,10,7,3,0,0
CC,2020-04-21,41,11,30,0,0
CE,2020-04-21,2,0,2,0,0
CO,2020-04-21,14,3,11,0,0
CR,2020-04-21,54,16,2,0,36
CS,2020-04-21,15,11,4,0,0
CU,2020-04-21,0,0,0,0,0
GC,2020-04-21,1,1,0,0,0
GI,2020-04-21,20,18,0,0,2
GR,2020-04-21,29,8,21,0,0
GU,2020-04-21,10,2,0,0,8
H,2020-04-21,2,1,1,0,0
HU,2020-04-21,66,7,0,1,58
J,2020-04-21,8,2,6,0,0
L,2020-04-21,13,12,0,0,1
LE,2020-04-21,43,19,24,0,0
LO,2020-04-21,6,4,2,0,0
LU,2020-04-21,13,1,11,0,1
M,2020-04-21,482,481,0,1,0
MA,2020-04-21,42,2,40,0,0
ME,2020-04-21,0,0,0,0,0
MU,2020-04-21,7,2,5,0,0
NA,2020-04-21,30,11,19,0,0
O,2020-04-21,16,16,0,0,0
OR,2020-04-21,8,7,1,0,0
P,2020-04-21,25,20,5,0,0
PM,2020-04-21,11,7,4,0,0
PO,2020-04-21,31,9,16,0,6
S,2020-04-21,10,10,0,0,0
SA,2020-04-21,50,12,38,0,0
SE,2020-04-21,24,13,11,0,0
SG,2020-04-21,47,10,37,0,0
SO,2020-04-21,36,3,33,0,0
SS,2020-04-21,8,7,0,0,1
T,2020-04-21,9,9,0,0,0
TE,2020-04-21,2,0,0,0,2
TF,2020-04-21,6,6,0,0,0
TO,2020-04-21,15,11,1,0,3
V,2020-04-21,71,23,43,0,5
VA,2020-04-21,34,26,8,0,0
VI,2020-04-21,3,3,0,0,0
Z,2020-04-21,65,31,0,0,34
ZA,2020-04-21,9,4,5,0,0
A,2020-04-22,84,14,70,0,0
AB,2020-04-22,51,6,1,0,44
AL,2020-04-22,9,1,8,0,0
AV,2020-04-22,12,9,3,0,0
B,2020-04-22,265,256,0,1,8
BA,2020-04-22,23,5,18,0,0
BI,2020-04-22,50,38,0,0,12
BU,2020-04-22,43,37,6,0,0
C,2020-04-22,53,30,22,0,1
CA,2020-04-22,8,6,2,0,0
CC,2020-04-22,61,22,39,0,0
CE,2020-04-22,3,1,2,0,0
CO,2020-04-22,14,0,14,0,0
CR,2020-04-22,77,6,0,0,71
CS,2020-04-22,4,2,2,0,0
CU,2020-04-22,2,1,0,0,1
GC,2020-04-22,0,0,0,0,0
GI,2020-04-22,33,30,0,0,3
GR,2020-04-22,23,3,20,0,0
GU,2020-04-22,3,1,1,0,1
H,2020-04-22,4,1,3,0,0
HU,2020-04-22,9,5,0,0,4
J,2020-04-22,9,0,9,0,0
L,2020-04-22,9,8,0,0,1
LE,2020-04-22,69,59,10,0,0
LO,2020-04-22,15,14,1,0,0
LU,2020-04-22,15,0,14,0,1
M,2020-04-22,459,458,0,0,1
MA,2020-04-22,49,7,42,0,0
ME,2020-04-22,1,1,0,0,0
MU,2020-04-22,8,3,5,0,0
NA,2020-04-22,53,21,32,0,0
O,2020-04-22,8,8,0,0,0
OR,2020-04-22,8,6,2,0,0
P,2020-04-22,10,9,1,0,0
PM,2020-04-22,8,5,2,0,1
PO,2020-04-22,58,12,37,0,9
S,2020-04-22,26,26,0,0,0
SA,2020-04-22,21,9,12,0,0
SE,2020-04-22,17,9,8,0,0
SG,2020-04-22,39,9,30,0,0
SO,2020-04-22,23,5,18,0,0
SS,2020-04-22,9,7,0,0,2
T,2020-04-22,15,12,0,0,3
TE,2020-04-22,2,2,0,0,0
TF,2020-04-22,7,7,0,0,0
TO,2020-04-22,18,11,3,0,4
V,2020-04-22,66,18,47,0,1
VA,2020-04-22,33,25,8,0,0
VI,2020-04-22,6,5,0,0,1
Z,2020-04-22,87,50,0,0,37
ZA,2020-04-22,6,2,4,0,0
A,2020-04-23,109,19,90,0,0
AB,2020-04-23,32,2,0,0,30
